extra_trees_dpc.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
2.90,0.00,1.00,0.48,0.00,0.93,0.00

svm_kfold_dpc_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.49,0.00,0.91,0.00
-2.90,1.00,0.00,0.49,0.00,0.91,0.00
-2.80,1.00,0.00,0.49,0.00,0.91,0.00
-2.70,1.00,0.00,0.49,0.00,0.91,0.00
-2.60,1.00,0.00,0.49,0.00,0.91,0.00
-2.50,1.00,0.00,0.49,0.00,0.91,0.00
-2.40,1.00,0.00,0.49,0.00,0.91,0.00
-2.30,1.00,0.00,0.49,0.00,0.91,0.00
-2.20,1.00,0.00,0.49,0.00,0.91,0.00
-2.10,1.00,0.00,0.49,0.00,0.91,0.00
-2.00,1.00,0.00,0.49,0.00,0.91,0.00
-1.90,1.00,0.00,0.49,0.00,0.91,0.00
-1.80,1.00,0.00,0.49,0.00,0.91,0.00
-1.70,1.00,0.00,0.49,0.00,0.91,0.00
-1.60,1.00,0.00,0.49,0.00,0.91,0.00
-1.50,1.00,0.00,0.49,0.00,0.91,0.00
-1.40,1.00,0.00,0.49,0.00,0.91,0.00
-1.30,1.00,0.00,0.49,0.00,0.91,0.00
-1.20,1.00,0.00,0.49,0.00,0.91,0.00
-1.10,1.00,0.00,0.49,0.00,0.91,0.00
-1.00,1.00,0.00,0.49,0.00,0.91,0.00
-0.90,1.00,0.00,0.49,0.00,0.91,0.00
-0.80,1.00,0.05,0.51,0.16,0.91,0.05
-0.70,1.00,0.08,0.53,0.20,0.91,0.08
-0.60,1.00,0.19,0.58,0.32,0.91,0.18
-0.50,1.00,0.38,0.68,0.48,0.91,0.37
-0.40,0.97,0.46,0.71,0.50,0.91,0.42
-0.30,0.86,0.59,0.72,0.47,0.91,0.45
-0.20,0.86,0.73,0.79,0.59,0.91,0.58
-0.10,0.83,0.86,0.85,0.69,0.91,0.69
0.00,0.80,0.89,0.85,0.70,0.91,0.69
0.10,0.80,0.95,0.88,0.76,0.91,0.75
0.20,0.77,0.95,0.86,0.73,0.91,0.72
0.30,0.69,0.97,0.83,0.69,0.91,0.66
0.40,0.57,1.00,0.79,0.64,0.91,0.58
0.50,0.51,1.00,0.76,0.59,0.91,0.52
0.60,0.51,1.00,0.76,0.59,0.91,0.52
0.70,0.43,1.00,0.72,0.53,0.91,0.44
0.80,0.37,1.00,0.69,0.48,0.91,0.38
0.90,0.34,1.00,0.68,0.46,0.91,0.35
1.00,0.26,1.00,0.64,0.39,0.91,0.26
1.10,0.09,1.00,0.56,0.21,0.91,0.09
1.20,0.00,1.00,0.51,0.00,0.91,0.00
1.30,0.00,1.00,0.51,0.00,0.91,0.00
1.40,0.00,1.00,0.51,0.00,0.91,0.00
1.50,0.00,1.00,0.51,0.00,0.91,0.00
1.60,0.00,1.00,0.51,0.00,0.91,0.00
1.70,0.00,1.00,0.51,0.00,0.91,0.00
1.80,0.00,1.00,0.51,0.00,0.91,0.00
1.90,0.00,1.00,0.51,0.00,0.91,0.00
2.00,0.00,1.00,0.51,0.00,0.91,0.00
2.10,0.00,1.00,0.51,0.00,0.91,0.00
2.20,0.00,1.00,0.51,0.00,0.91,0.00
2.30,0.00,1.00,0.51,0.00,0.91,0.00
2.40,0.00,1.00,0.51,0.00,0.91,0.00
2.50,0.00,1.00,0.51,0.00,0.91,0.00
2.60,0.00,1.00,0.51,0.00,0.91,0.00
2.70,0.00,1.00,0.51,0.00,0.91,0.00
2.80,0.00,1.00,0.51,0.00,0.91,0.00
2.90,0.00,1.00,0.51,0.00,0.91,0.00

svm_dpc_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.93,0.00
-2.90,1.00,0.00,0.48,0.00,0.93,0.00
-2.80,1.00,0.00,0.48,0.00,0.93,0.00
-2.70,1.00,0.00,0.48,0.00,0.93,0.00
-2.60,1.00,0.00,0.48,0.00,0.93,0.00
-2.50,1.00,0.00,0.48,0.00,0.93,0.00
-2.40,1.00,0.00,0.48,0.00,0.93,0.00
-2.30,1.00,0.00,0.48,0.00,0.93,0.00
-2.20,1.00,0.00,0.48,0.00,0.93,0.00
-2.10,1.00,0.00,0.48,0.00,0.93,0.00
-2.00,1.00,0.00,0.48,0.00,0.93,0.00
-1.90,1.00,0.01,0.49,0.06,0.93,0.01
-1.80,1.00,0.01,0.49,0.08,0.93,0.01
-1.70,1.00,0.03,0.50,0.11,0.93,0.03
-1.60,0.99,0.04,0.50,0.08,0.93,0.02
-1.50,0.99,0.07,0.51,0.13,0.93,0.05
-1.40,0.99,0.07,0.52,0.14,0.93,0.06
-1.30,0.98,0.12,0.54,0.19,0.93,0.09
-1.20,0.98,0.14,0.55,0.21,0.93,0.11
-1.10,0.98,0.22,0.59,0.30,0.93,0.19
-1.00,0.97,0.30,0.62,0.36,0.93,0.26
-0.90,0.97,0.34,0.64,0.39,0.93,0.30
-0.80,0.97,0.43,0.69,0.47,0.93,0.39
-0.70,0.97,0.51,0.73,0.53,0.93,0.47
-0.60,0.95,0.55,0.74,0.54,0.93,0.49
-0.50,0.92,0.61,0.76,0.55,0.93,0.52
-0.40,0.92,0.70,0.81,0.64,0.93,0.62
-0.30,0.89,0.77,0.83,0.66,0.93,0.66
-0.20,0.87,0.86,0.87,0.74,0.93,0.74
-0.10,0.85,0.91,0.88,0.76,0.93,0.76
0.00,0.85,0.94,0.89,0.79,0.93,0.79
0.10,0.84,0.95,0.89,0.79,0.93,0.79
0.20,0.81,0.97,0.89,0.79,0.93,0.78
0.30,0.79,0.99,0.89,0.80,0.93,0.78
0.40,0.76,0.99,0.88,0.77,0.93,0.75
0.50,0.71,0.99,0.86,0.74,0.93,0.71
0.60,0.68,0.99,0.84,0.71,0.93,0.68
0.70,0.60,0.99,0.80,0.65,0.93,0.60
0.80,0.56,1.00,0.79,0.63,0.93,0.57
0.90,0.52,1.00,0.77,0.60,0.93,0.52
1.00,0.41,1.00,0.72,0.52,0.93,0.42
1.10,0.25,1.00,0.64,0.38,0.93,0.26
1.20,0.19,1.00,0.61,0.33,0.93,0.19
1.30,0.13,1.00,0.58,0.27,0.93,0.14
1.40,0.06,1.00,0.55,0.18,0.93,0.06
1.50,0.02,1.00,0.53,0.10,0.93,0.02
1.60,0.01,1.00,0.52,0.06,0.93,0.01
1.70,0.01,1.00,0.52,0.06,0.93,0.01
1.80,0.00,1.00,0.52,0.00,0.93,0.00
1.90,0.00,1.00,0.52,0.00,0.93,0.00
2.00,0.00,1.00,0.52,0.00,0.93,0.00
2.10,0.00,1.00,0.52,0.00,0.93,0.00
2.20,0.00,1.00,0.52,0.00,0.93,0.00
2.30,0.00,1.00,0.52,0.00,0.93,0.00
2.40,0.00,1.00,0.52,0.00,0.93,0.00
2.50,0.00,1.00,0.52,0.00,0.93,0.00
2.60,0.00,1.00,0.52,0.00,0.93,0.00
2.70,0.00,1.00,0.52,0.00,0.93,0.00
2.80,0.00,1.00,0.52,0.00,0.93,0.00
2.90,0.00,1.00,0.52,0.00,0.93,0.00

svm_kfold_dpc_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.51,0.00,0.90,0.00
-2.90,1.00,0.00,0.51,0.00,0.90,0.00
-2.80,1.00,0.00,0.51,0.00,0.90,0.00
-2.70,1.00,0.00,0.51,0.00,0.90,0.00
-2.60,1.00,0.00,0.51,0.00,0.90,0.00
-2.50,1.00,0.00,0.51,0.00,0.90,0.00
-2.40,1.00,0.00,0.51,0.00,0.90,0.00
-2.30,1.00,0.00,0.51,0.00,0.90,0.00
-2.20,1.00,0.00,0.51,0.00,0.90,0.00
-2.10,1.00,0.00,0.51,0.00,0.90,0.00
-2.00,1.00,0.00,0.51,0.00,0.90,0.00
-1.90,1.00,0.00,0.51,0.00,0.90,0.00
-1.80,1.00,0.00,0.51,0.00,0.90,0.00
-1.70,1.00,0.00,0.51,0.00,0.90,0.00
-1.60,1.00,0.00,0.51,0.00,0.90,0.00
-1.50,1.00,0.00,0.51,0.00,0.90,0.00
-1.40,1.00,0.00,0.51,0.00,0.90,0.00
-1.30,1.00,0.00,0.51,0.00,0.90,0.00
-1.20,1.00,0.00,0.51,0.00,0.90,0.00
-1.10,1.00,0.00,0.51,0.00,0.90,0.00
-1.00,1.00,0.00,0.51,0.00,0.90,0.00
-0.90,1.00,0.03,0.53,0.13,0.90,0.04
-0.80,1.00,0.07,0.54,0.19,0.90,0.07
-0.70,1.00,0.14,0.58,0.27,0.90,0.14
-0.60,0.97,0.24,0.61,0.30,0.90,0.21
-0.50,0.93,0.38,0.66,0.38,0.90,0.32
-0.40,0.93,0.59,0.76,0.56,0.90,0.52
-0.30,0.93,0.66,0.80,0.61,0.90,0.59
-0.20,0.87,0.76,0.81,0.63,0.90,0.63
-0.10,0.80,0.83,0.81,0.63,0.90,0.63
0.00,0.70,0.97,0.83,0.69,0.90,0.66
0.10,0.70,0.97,0.83,0.69,0.90,0.66
0.20,0.67,0.97,0.81,0.66,0.90,0.63
0.30,0.63,0.97,0.80,0.63,0.90,0.60
0.40,0.60,1.00,0.80,0.65,0.90,0.60
0.50,0.60,1.00,0.80,0.65,0.90,0.60
0.60,0.53,1.00,0.76,0.60,0.90,0.53
0.70,0.50,1.00,0.75,0.57,0.90,0.50
0.80,0.43,1.00,0.71,0.52,0.90,0.43
0.90,0.37,1.00,0.68,0.47,0.90,0.36
1.00,0.17,1.00,0.58,0.30,0.90,0.16
1.10,0.03,1.00,0.51,0.13,0.90,0.03
1.20,0.00,1.00,0.49,0.00,0.90,0.00
1.30,0.00,1.00,0.49,0.00,0.90,0.00
1.40,0.00,1.00,0.49,0.00,0.90,0.00
1.50,0.00,1.00,0.49,0.00,0.90,0.00
1.60,0.00,1.00,0.49,0.00,0.90,0.00
1.70,0.00,1.00,0.49,0.00,0.90,0.00
1.80,0.00,1.00,0.49,0.00,0.90,0.00
1.90,0.00,1.00,0.49,0.00,0.90,0.00
2.00,0.00,1.00,0.49,0.00,0.90,0.00
2.10,0.00,1.00,0.49,0.00,0.90,0.00
2.20,0.00,1.00,0.49,0.00,0.90,0.00
2.30,0.00,1.00,0.49,0.00,0.90,0.00
2.40,0.00,1.00,0.49,0.00,0.90,0.00
2.50,0.00,1.00,0.49,0.00,0.90,0.00
2.60,0.00,1.00,0.49,0.00,0.90,0.00
2.70,0.00,1.00,0.49,0.00,0.90,0.00
2.80,0.00,1.00,0.49,0.00,0.90,0.00
2.90,0.00,1.00,0.49,0.00,0.90,0.00

svm_dpc_nc5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.50,0.00,0.92,0.00
-2.90,1.00,0.00,0.50,0.00,0.92,0.00
-2.80,1.00,0.00,0.50,0.00,0.92,0.00
-2.70,1.00,0.00,0.50,0.00,0.92,0.00
-2.60,1.00,0.00,0.50,0.00,0.92,0.00
-2.50,1.00,0.00,0.50,0.00,0.92,0.00
-2.40,1.00,0.00,0.50,0.00,0.92,0.00
-2.30,1.00,0.00,0.50,0.00,0.92,0.00
-2.20,1.00,0.00,0.50,0.00,0.92,0.00
-2.10,1.00,0.00,0.50,0.00,0.92,0.00
-2.00,1.00,0.00,0.50,0.00,0.92,0.00
-1.90,1.00,0.00,0.50,0.00,0.92,0.00
-1.80,1.00,0.00,0.50,0.00,0.92,0.00
-1.70,1.00,0.00,0.50,0.00,0.92,0.00
-1.60,1.00,0.00,0.50,0.00,0.92,0.00
-1.50,1.00,0.00,0.50,0.00,0.92,0.00
-1.40,1.00,0.01,0.50,0.07,0.92,0.01
-1.30,1.00,0.03,0.51,0.11,0.92,0.03
-1.20,0.99,0.09,0.54,0.20,0.92,0.09
-1.10,0.99,0.13,0.56,0.25,0.92,0.12
-1.00,0.98,0.21,0.59,0.30,0.92,0.19
-0.90,0.98,0.29,0.63,0.37,0.92,0.27
-0.80,0.97,0.38,0.68,0.44,0.92,0.35
-0.70,0.96,0.49,0.73,0.51,0.92,0.45
-0.60,0.93,0.57,0.75,0.54,0.92,0.50
-0.50,0.91,0.68,0.80,0.61,0.92,0.59
-0.40,0.91,0.72,0.81,0.64,0.92,0.63
-0.30,0.88,0.80,0.84,0.68,0.92,0.67
-0.20,0.84,0.84,0.84,0.68,0.92,0.68
-0.10,0.83,0.88,0.86,0.71,0.92,0.71
0.00,0.79,0.91,0.85,0.71,0.92,0.71
0.10,0.77,0.92,0.84,0.70,0.92,0.69
0.20,0.74,0.94,0.84,0.69,0.92,0.67
0.30,0.70,0.97,0.83,0.69,0.92,0.67
0.40,0.68,0.97,0.83,0.68,0.92,0.65
0.50,0.64,0.98,0.81,0.67,0.92,0.63
0.60,0.61,0.98,0.80,0.64,0.92,0.60
0.70,0.55,0.99,0.77,0.60,0.92,0.54
0.80,0.51,0.99,0.75,0.58,0.92,0.51
0.90,0.47,0.99,0.73,0.54,0.92,0.46
1.00,0.39,0.99,0.70,0.49,0.92,0.39
1.10,0.31,1.00,0.65,0.43,0.92,0.31
1.20,0.21,1.00,0.61,0.35,0.92,0.21
1.30,0.17,1.00,0.59,0.31,0.92,0.17
1.40,0.13,1.00,0.57,0.26,0.92,0.13
1.50,0.10,1.00,0.55,0.23,0.92,0.10
1.60,0.08,1.00,0.54,0.21,0.92,0.08
1.70,0.07,1.00,0.53,0.19,0.92,0.07
1.80,0.06,1.00,0.53,0.18,0.92,0.06
1.90,0.04,1.00,0.52,0.15,0.92,0.04
2.00,0.03,1.00,0.52,0.13,0.92,0.03
2.10,0.03,1.00,0.51,0.11,0.92,0.03
2.20,0.03,1.00,0.51,0.11,0.92,0.03
2.30,0.00,1.00,0.50,0.00,0.92,0.00
2.40,0.00,1.00,0.50,0.00,0.92,0.00
2.50,0.00,1.00,0.50,0.00,0.92,0.00
2.60,0.00,1.00,0.50,0.00,0.92,0.00
2.70,0.00,1.00,0.50,0.00,0.92,0.00
2.80,0.00,1.00,0.50,0.00,0.92,0.00
2.90,0.00,1.00,0.50,0.00,0.92,0.00

svm_kfold_dpc_nc5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.90,0.00
-2.90,1.00,0.00,0.48,0.00,0.90,0.00
-2.80,1.00,0.00,0.48,0.00,0.90,0.00
-2.70,1.00,0.00,0.48,0.00,0.90,0.00
-2.60,1.00,0.00,0.48,0.00,0.90,0.00
-2.50,1.00,0.00,0.48,0.00,0.90,0.00
-2.40,1.00,0.00,0.48,0.00,0.90,0.00
-2.30,1.00,0.00,0.48,0.00,0.90,0.00
-2.20,1.00,0.00,0.48,0.00,0.90,0.00
-2.10,1.00,0.00,0.48,0.00,0.90,0.00
-2.00,1.00,0.00,0.48,0.00,0.90,0.00
-1.90,1.00,0.00,0.48,0.00,0.90,0.00
-1.80,1.00,0.00,0.48,0.00,0.90,0.00
-1.70,1.00,0.00,0.48,0.00,0.90,0.00
-1.60,1.00,0.00,0.48,0.00,0.90,0.00
-1.50,1.00,0.00,0.48,0.00,0.90,0.00
-1.40,1.00,0.00,0.48,0.00,0.90,0.00
-1.30,1.00,0.00,0.48,0.00,0.90,0.00
-1.20,1.00,0.00,0.48,0.00,0.90,0.00
-1.10,1.00,0.00,0.48,0.00,0.90,0.00
-1.00,1.00,0.00,0.48,0.00,0.90,0.00
-0.90,1.00,0.00,0.48,0.00,0.90,0.00
-0.80,1.00,0.03,0.49,0.11,0.90,0.02
-0.70,1.00,0.10,0.53,0.23,0.90,0.10
-0.60,0.97,0.23,0.58,0.29,0.90,0.19
-0.50,0.97,0.42,0.69,0.47,0.90,0.39
-0.40,0.97,0.60,0.78,0.61,0.90,0.56
-0.30,0.92,0.65,0.78,0.59,0.90,0.56
-0.20,0.81,0.78,0.79,0.59,0.90,0.58
-0.10,0.73,0.82,0.78,0.56,0.90,0.56
0.00,0.68,0.90,0.79,0.59,0.90,0.58
0.10,0.62,0.95,0.79,0.61,0.90,0.58
0.20,0.57,0.95,0.77,0.56,0.90,0.53
0.30,0.57,0.97,0.78,0.60,0.90,0.55
0.40,0.46,1.00,0.74,0.55,0.90,0.47
0.50,0.38,1.00,0.70,0.49,0.90,0.39
0.60,0.30,1.00,0.66,0.42,0.90,0.31
0.70,0.24,1.00,0.64,0.38,0.90,0.25
0.80,0.24,1.00,0.64,0.38,0.90,0.25
0.90,0.22,1.00,0.62,0.35,0.90,0.22
1.00,0.19,1.00,0.61,0.33,0.90,0.20
1.10,0.11,1.00,0.57,0.24,0.90,0.11
1.20,0.11,1.00,0.57,0.24,0.90,0.11
1.30,0.05,1.00,0.55,0.17,0.90,0.06
1.40,0.05,1.00,0.55,0.17,0.90,0.06
1.50,0.03,1.00,0.53,0.12,0.90,0.03
1.60,0.00,1.00,0.52,0.00,0.90,0.00
1.70,0.00,1.00,0.52,0.00,0.90,0.00
1.80,0.00,1.00,0.52,0.00,0.90,0.00
1.90,0.00,1.00,0.52,0.00,0.90,0.00
2.00,0.00,1.00,0.52,0.00,0.90,0.00
2.10,0.00,1.00,0.52,0.00,0.90,0.00
2.20,0.00,1.00,0.52,0.00,0.90,0.00
2.30,0.00,1.00,0.52,0.00,0.90,0.00
2.40,0.00,1.00,0.52,0.00,0.90,0.00
2.50,0.00,1.00,0.52,0.00,0.90,0.00
2.60,0.00,1.00,0.52,0.00,0.90,0.00
2.70,0.00,1.00,0.52,0.00,0.90,0.00
2.80,0.00,1.00,0.52,0.00,0.90,0.00
2.90,0.00,1.00,0.52,0.00,0.90,0.00

svm_dpc_nc10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.52,0.00,0.95,0.00
-2.90,1.00,0.00,0.52,0.00,0.95,0.00
-2.80,1.00,0.00,0.52,0.00,0.95,0.00
-2.70,1.00,0.00,0.52,0.00,0.95,0.00
-2.60,1.00,0.00,0.52,0.00,0.95,0.00
-2.50,1.00,0.00,0.52,0.00,0.95,0.00
-2.40,1.00,0.00,0.52,0.00,0.95,0.00
-2.30,1.00,0.00,0.52,0.00,0.95,0.00
-2.20,1.00,0.01,0.53,0.06,0.95,0.01
-2.10,1.00,0.01,0.53,0.06,0.95,0.01
-2.00,1.00,0.03,0.54,0.14,0.95,0.04
-1.90,1.00,0.04,0.54,0.15,0.95,0.04
-1.80,1.00,0.06,0.55,0.18,0.95,0.06
-1.70,1.00,0.08,0.56,0.20,0.95,0.08
-1.60,0.99,0.13,0.58,0.25,0.95,0.13
-1.50,0.99,0.19,0.61,0.31,0.95,0.19
-1.40,0.99,0.20,0.62,0.33,0.95,0.21
-1.30,0.99,0.22,0.62,0.34,0.95,0.22
-1.20,0.98,0.26,0.64,0.36,0.95,0.25
-1.10,0.98,0.31,0.66,0.40,0.95,0.30
-1.00,0.97,0.40,0.70,0.45,0.95,0.37
-0.90,0.97,0.48,0.74,0.52,0.95,0.46
-0.80,0.96,0.54,0.76,0.56,0.95,0.51
-0.70,0.96,0.59,0.78,0.60,0.95,0.56
-0.60,0.96,0.63,0.80,0.63,0.95,0.59
-0.50,0.95,0.68,0.82,0.66,0.95,0.64
-0.40,0.94,0.74,0.85,0.70,0.95,0.69
-0.30,0.93,0.77,0.86,0.72,0.95,0.71
-0.20,0.92,0.83,0.88,0.75,0.95,0.75
-0.10,0.90,0.86,0.88,0.76,0.95,0.76
0.00,0.87,0.91,0.89,0.79,0.95,0.78
0.10,0.86,0.94,0.90,0.80,0.95,0.80
0.20,0.85,0.95,0.90,0.80,0.95,0.79
0.30,0.84,0.97,0.90,0.81,0.95,0.80
0.40,0.80,0.98,0.89,0.79,0.95,0.78
0.50,0.79,0.98,0.88,0.78,0.95,0.76
0.60,0.76,0.98,0.87,0.76,0.95,0.74
0.70,0.72,0.98,0.84,0.72,0.95,0.69
0.80,0.66,0.98,0.81,0.67,0.95,0.64
0.90,0.62,1.00,0.80,0.66,0.95,0.60
1.00,0.54,1.00,0.76,0.60,0.95,0.52
1.10,0.47,1.00,0.72,0.54,0.95,0.46
1.20,0.41,1.00,0.69,0.49,0.95,0.39
1.30,0.34,1.00,0.65,0.45,0.95,0.33
1.40,0.27,1.00,0.62,0.39,0.95,0.26
1.50,0.18,1.00,0.57,0.31,0.95,0.17
1.60,0.13,1.00,0.54,0.26,0.95,0.13
1.70,0.06,1.00,0.51,0.18,0.95,0.06
1.80,0.04,1.00,0.50,0.14,0.95,0.04
1.90,0.02,1.00,0.48,0.09,0.95,0.02
2.00,0.01,1.00,0.48,0.07,0.95,0.01
2.10,0.01,1.00,0.48,0.05,0.95,0.01
2.20,0.01,1.00,0.48,0.05,0.95,0.01
2.30,0.01,1.00,0.48,0.05,0.95,0.01
2.40,0.01,1.00,0.48,0.05,0.95,0.01
2.50,0.01,1.00,0.48,0.05,0.95,0.01
2.60,0.01,1.00,0.48,0.05,0.95,0.01
2.70,0.01,1.00,0.48,0.05,0.95,0.01
2.80,0.00,1.00,0.48,0.00,0.95,0.00
2.90,0.00,1.00,0.48,0.00,0.95,0.00

svm_kfold_dpc_nc10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.49,0.00,0.92,0.00
-2.90,1.00,0.00,0.49,0.00,0.92,0.00
-2.80,1.00,0.00,0.49,0.00,0.92,0.00
-2.70,1.00,0.00,0.49,0.00,0.92,0.00
-2.60,1.00,0.00,0.49,0.00,0.92,0.00
-2.50,1.00,0.00,0.49,0.00,0.92,0.00
-2.40,1.00,0.00,0.49,0.00,0.92,0.00
-2.30,1.00,0.00,0.49,0.00,0.92,0.00
-2.20,1.00,0.00,0.49,0.00,0.92,0.00
-2.10,1.00,0.00,0.49,0.00,0.92,0.00
-2.00,1.00,0.00,0.49,0.00,0.92,0.00
-1.90,1.00,0.00,0.49,0.00,0.92,0.00
-1.80,1.00,0.00,0.49,0.00,0.92,0.00
-1.70,1.00,0.00,0.49,0.00,0.92,0.00
-1.60,1.00,0.00,0.49,0.00,0.92,0.00
-1.50,1.00,0.00,0.49,0.00,0.92,0.00
-1.40,1.00,0.00,0.49,0.00,0.92,0.00
-1.30,1.00,0.03,0.50,0.12,0.92,0.03
-1.20,1.00,0.05,0.51,0.16,0.92,0.05
-1.10,0.97,0.05,0.50,0.06,0.92,0.02
-1.00,0.97,0.14,0.54,0.19,0.92,0.10
-0.90,0.97,0.19,0.57,0.26,0.92,0.16
-0.80,0.97,0.27,0.61,0.34,0.92,0.24
-0.70,0.97,0.38,0.67,0.43,0.92,0.34
-0.60,0.94,0.46,0.69,0.46,0.92,0.40
-0.50,0.94,0.51,0.72,0.50,0.92,0.45
-0.40,0.91,0.54,0.72,0.49,0.92,0.45
-0.30,0.91,0.65,0.78,0.58,0.92,0.56
-0.20,0.89,0.78,0.83,0.67,0.92,0.67
-0.10,0.86,0.84,0.85,0.69,0.92,0.69
0.00,0.86,0.86,0.86,0.72,0.92,0.72
0.10,0.80,0.89,0.85,0.70,0.92,0.69
0.20,0.80,0.92,0.86,0.73,0.92,0.72
0.30,0.77,0.97,0.88,0.76,0.92,0.75
0.40,0.74,0.97,0.86,0.74,0.92,0.72
0.50,0.69,0.97,0.83,0.69,0.92,0.66
0.60,0.63,0.97,0.81,0.64,0.92,0.61
0.70,0.57,0.97,0.78,0.60,0.92,0.55
0.80,0.57,0.97,0.78,0.60,0.92,0.55
0.90,0.54,1.00,0.78,0.62,0.92,0.55
1.00,0.43,1.00,0.72,0.53,0.92,0.44
1.10,0.34,1.00,0.68,0.46,0.92,0.35
1.20,0.34,1.00,0.68,0.46,0.92,0.35
1.30,0.31,1.00,0.67,0.44,0.92,0.32
1.40,0.14,1.00,0.58,0.28,0.92,0.15
1.50,0.11,1.00,0.57,0.25,0.92,0.12
1.60,0.06,1.00,0.54,0.17,0.92,0.06
1.70,0.00,1.00,0.51,0.00,0.92,0.00
1.80,0.00,1.00,0.51,0.00,0.92,0.00
1.90,0.00,1.00,0.51,0.00,0.92,0.00
2.00,0.00,1.00,0.51,0.00,0.92,0.00
2.10,0.00,1.00,0.51,0.00,0.92,0.00
2.20,0.00,1.00,0.51,0.00,0.92,0.00
2.30,0.00,1.00,0.51,0.00,0.92,0.00
2.40,0.00,1.00,0.51,0.00,0.92,0.00
2.50,0.00,1.00,0.51,0.00,0.92,0.00
2.60,0.00,1.00,0.51,0.00,0.92,0.00
2.70,0.00,1.00,0.51,0.00,0.92,0.00
2.80,0.00,1.00,0.51,0.00,0.92,0.00
2.90,0.00,1.00,0.51,0.00,0.92,0.00

svm_dpc_nc15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.95,0.00
-2.90,1.00,0.00,0.48,0.00,0.95,0.00
-2.80,1.00,0.00,0.48,0.00,0.95,0.00
-2.70,1.00,0.00,0.48,0.00,0.95,0.00
-2.60,1.00,0.00,0.48,0.00,0.95,0.00
-2.50,1.00,0.00,0.48,0.00,0.95,0.00
-2.40,1.00,0.00,0.48,0.00,0.95,0.00
-2.30,1.00,0.00,0.48,0.00,0.95,0.00
-2.20,1.00,0.00,0.48,0.00,0.95,0.00
-2.10,1.00,0.01,0.49,0.06,0.95,0.01
-2.00,1.00,0.02,0.49,0.10,0.95,0.02
-1.90,0.99,0.04,0.50,0.11,0.95,0.03
-1.80,0.99,0.09,0.52,0.16,0.95,0.07
-1.70,0.99,0.14,0.55,0.23,0.95,0.12
-1.60,0.99,0.19,0.58,0.29,0.95,0.17
-1.50,0.99,0.26,0.61,0.35,0.95,0.24
-1.40,0.99,0.32,0.64,0.40,0.95,0.30
-1.30,0.97,0.37,0.66,0.42,0.95,0.33
-1.20,0.97,0.44,0.70,0.48,0.95,0.41
-1.10,0.97,0.49,0.72,0.52,0.95,0.45
-1.00,0.97,0.55,0.75,0.57,0.95,0.51
-0.90,0.97,0.59,0.78,0.61,0.95,0.56
-0.80,0.97,0.63,0.79,0.63,0.95,0.59
-0.70,0.94,0.70,0.82,0.66,0.95,0.64
-0.60,0.93,0.76,0.84,0.69,0.95,0.68
-0.50,0.93,0.79,0.86,0.72,0.95,0.72
-0.40,0.92,0.82,0.87,0.75,0.95,0.74
-0.30,0.90,0.85,0.87,0.75,0.95,0.75
-0.20,0.90,0.88,0.89,0.78,0.95,0.78
-0.10,0.90,0.91,0.91,0.81,0.95,0.81
0.00,0.89,0.91,0.90,0.80,0.95,0.80
0.10,0.87,0.94,0.91,0.82,0.95,0.82
0.20,0.85,0.97,0.91,0.83,0.95,0.82
0.30,0.84,0.98,0.91,0.83,0.95,0.82
0.40,0.80,0.99,0.90,0.81,0.95,0.80
0.50,0.78,0.99,0.88,0.78,0.95,0.77
0.60,0.75,0.99,0.87,0.76,0.95,0.74
0.70,0.73,0.99,0.87,0.76,0.95,0.73
0.80,0.69,0.99,0.84,0.72,0.95,0.68
0.90,0.62,0.99,0.81,0.66,0.95,0.62
1.00,0.57,0.99,0.79,0.63,0.95,0.57
1.10,0.52,1.00,0.77,0.60,0.95,0.53
1.20,0.47,1.00,0.74,0.56,0.95,0.48
1.30,0.41,1.00,0.71,0.51,0.95,0.41
1.40,0.31,1.00,0.66,0.43,0.95,0.31
1.50,0.26,1.00,0.64,0.39,0.95,0.26
1.60,0.22,1.00,0.62,0.35,0.95,0.22
1.70,0.17,1.00,0.60,0.31,0.95,0.18
1.80,0.14,1.00,0.58,0.28,0.95,0.14
1.90,0.08,1.00,0.56,0.21,0.95,0.09
2.00,0.06,1.00,0.54,0.17,0.95,0.06
2.10,0.01,1.00,0.52,0.09,0.95,0.01
