extra_trees_dpc.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
1.30,0.06,1.00,0.55,0.17,0.73,0.06
1.40,0.03,1.00,0.54,0.12,0.73,0.03
1.50,0.01,1.00,0.53,0.06,0.73,0.01
1.60,0.01,1.00,0.53,0.06,0.73,0.01
1.70,0.00,1.00,0.53,0.00,0.73,0.00
1.80,0.00,1.00,0.53,0.00,0.73,0.00
1.90,0.00,1.00,0.53,0.00,0.73,0.00
2.00,0.00,1.00,0.53,0.00,0.73,0.00
2.10,0.00,1.00,0.53,0.00,0.73,0.00
2.20,0.00,1.00,0.53,0.00,0.73,0.00
2.30,0.00,1.00,0.53,0.00,0.73,0.00
2.40,0.00,1.00,0.53,0.00,0.73,0.00
2.50,0.00,1.00,0.53,0.00,0.73,0.00
2.60,0.00,1.00,0.53,0.00,0.73,0.00
2.70,0.00,1.00,0.53,0.00,0.73,0.00
2.80,0.00,1.00,0.53,0.00,0.73,0.00
2.90,0.00,1.00,0.53,0.00,0.73,0.00

svm_kfold_dpc_nc15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.45,0.00,0.75,0.00
-2.90,1.00,0.00,0.45,0.00,0.75,0.00
-2.80,1.00,0.00,0.45,0.00,0.75,0.00
-2.70,1.00,0.00,0.45,0.00,0.75,0.00
-2.60,1.00,0.00,0.45,0.00,0.75,0.00
-2.50,1.00,0.00,0.45,0.00,0.75,0.00
-2.40,1.00,0.00,0.45,0.00,0.75,0.00
-2.30,1.00,0.00,0.45,0.00,0.75,0.00
-2.20,1.00,0.00,0.45,0.00,0.75,0.00
-2.10,1.00,0.00,0.45,0.00,0.75,0.00
-2.00,1.00,0.00,0.45,0.00,0.75,0.00
-1.90,1.00,0.00,0.45,0.00,0.75,0.00
-1.80,1.00,0.00,0.45,0.00,0.75,0.00
-1.70,1.00,0.00,0.45,0.00,0.75,0.00
-1.60,1.00,0.00,0.45,0.00,0.75,0.00
-1.50,1.00,0.00,0.45,0.00,0.75,0.00
-1.40,1.00,0.00,0.45,0.00,0.75,0.00
-1.30,1.00,0.00,0.45,0.00,0.75,0.00
-1.20,1.00,0.03,0.47,0.12,0.75,0.03
-1.10,1.00,0.03,0.47,0.12,0.75,0.03
-1.00,0.93,0.15,0.50,0.12,0.75,0.07
-0.90,0.93,0.21,0.53,0.19,0.75,0.13
-0.80,0.93,0.30,0.58,0.28,0.75,0.21
-0.70,0.93,0.39,0.63,0.37,0.75,0.30
-0.60,0.81,0.45,0.62,0.28,0.75,0.26
-0.50,0.74,0.52,0.62,0.26,0.75,0.25
-0.40,0.74,0.61,0.67,0.35,0.75,0.34
-0.30,0.59,0.70,0.65,0.29,0.75,0.29
-0.20,0.56,0.76,0.67,0.32,0.75,0.32
-0.10,0.56,0.82,0.70,0.39,0.75,0.38
0.00,0.56,0.85,0.72,0.43,0.75,0.41
0.10,0.48,0.85,0.68,0.36,0.75,0.34
0.20,0.44,0.88,0.68,0.36,0.75,0.34
0.30,0.33,0.94,0.67,0.35,0.75,0.29
0.40,0.33,0.94,0.67,0.35,0.75,0.29
0.50,0.30,0.97,0.67,0.37,0.75,0.28
0.60,0.26,1.00,0.67,0.40,0.75,0.28
0.70,0.22,1.00,0.65,0.37,0.75,0.24
0.80,0.19,1.00,0.63,0.33,0.75,0.20
0.90,0.15,1.00,0.62,0.30,0.75,0.16
1.00,0.07,1.00,0.58,0.21,0.75,0.08
1.10,0.00,1.00,0.55,0.00,0.75,0.00
1.20,0.00,1.00,0.55,0.00,0.75,0.00
1.30,0.00,1.00,0.55,0.00,0.75,0.00
1.40,0.00,1.00,0.55,0.00,0.75,0.00
1.50,0.00,1.00,0.55,0.00,0.75,0.00
1.60,0.00,1.00,0.55,0.00,0.75,0.00
1.70,0.00,1.00,0.55,0.00,0.75,0.00
1.80,0.00,1.00,0.55,0.00,0.75,0.00
1.90,0.00,1.00,0.55,0.00,0.75,0.00
2.00,0.00,1.00,0.55,0.00,0.75,0.00
2.10,0.00,1.00,0.55,0.00,0.75,0.00
2.20,0.00,1.00,0.55,0.00,0.75,0.00
2.30,0.00,1.00,0.55,0.00,0.75,0.00
2.40,0.00,1.00,0.55,0.00,0.75,0.00
2.50,0.00,1.00,0.55,0.00,0.75,0.00
2.60,0.00,1.00,0.55,0.00,0.75,0.00
2.70,0.00,1.00,0.55,0.00,0.75,0.00
2.80,0.00,1.00,0.55,0.00,0.75,0.00
2.90,0.00,1.00,0.55,0.00,0.75,0.00

